"steps","plot"
1,"Mammalia"
9,"Mammalia"
3,"Mammalia"
1,"Mammalia"
9,"Mammalia"
4,"Mammalia"
12,"Mammalia"
4,"Mammalia"
5,"Mammalia"
1,"Mammalia"
0,"Mammalia"
3,"Mammalia"
1,"Mammalia"
0,"Mammalia"
6,"Mammalia"
9,"Mammalia"
9,"Mammalia"
2,"Mammalia"
5,"Mammalia"
1,"Mammalia"
12,"Mammalia"
12,"Mammalia"
18,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
3,"Mammalia"
4,"Mammalia"
2,"Mammalia"
10,"Mammalia"
10,"Mammalia"
2,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
10,"Mammalia"
8,"Mammalia"
2,"Mammalia"
10,"Mammalia"
9,"Mammalia"
2,"Mammalia"
7,"Mammalia"
2,"Mammalia"
8,"Mammalia"
7,"Mammalia"
3,"Mammalia"
1,"Mammalia"
4,"Mammalia"
7,"Mammalia"
4,"Mammalia"
2,"Mammalia"
0,"Mammalia"
10,"Mammalia"
4,"Mammalia"
3,"Mammalia"
3,"Mammalia"
1,"Mammalia"
9,"Mammalia"
3,"Mammalia"
7,"Mammalia"
3,"Mammalia"
6,"Mammalia"
9,"Mammalia"
7,"Mammalia"
0,"Mammalia"
9,"Mammalia"
4,"Mammalia"
1,"Mammalia"
6,"Mammalia"
3,"Mammalia"
6,"Mammalia"
4,"Mammalia"
8,"Mammalia"
1,"Mammalia"
8,"Mammalia"
2,"Mammalia"
6,"Mammalia"
5,"Mammalia"
5,"Mammalia"
2,"Mammalia"
1,"Mammalia"
9,"Mammalia"
12,"Mammalia"
2,"Mammalia"
5,"Mammalia"
12,"Mammalia"
2,"Mammalia"
7,"Mammalia"
2,"Mammalia"
1,"Mammalia"
6,"Mammalia"
0,"Mammalia"
6,"Mammalia"
2,"Mammalia"
6,"Mammalia"
1,"Mammalia"
6,"Mammalia"
5,"Mammalia"
7,"Mammalia"
2,"Mammalia"
5,"Mammalia"
4,"Mammalia"
1,"Mammalia"
8,"Mammalia"
9,"Mammalia"
2,"Mammalia"
3,"Mammalia"
2,"Mammalia"
1,"Mammalia"
6,"Mammalia"
7,"Mammalia"
4,"Mammalia"
15,"Mammalia"
10,"Mammalia"
16,"Mammalia"
15,"Mammalia"
14,"Mammalia"
1,"Mammalia"
18,"Mammalia"
17,"Mammalia"
12,"Mammalia"
5,"Mammalia"
10,"Mammalia"
6,"Mammalia"
1,"Mammalia"
5,"Mammalia"
1,"Mammalia"
13,"Mammalia"
5,"Mammalia"
11,"Mammalia"
2,"Mammalia"
14,"Mammalia"
9,"Mammalia"
7,"Mammalia"
7,"Mammalia"
11,"Mammalia"
18,"Mammalia"
4,"Mammalia"
11,"Mammalia"
1,"Mammalia"
2,"Mammalia"
9,"Mammalia"
5,"Mammalia"
7,"Mammalia"
2,"Mammalia"
1,"Mammalia"
3,"Mammalia"
8,"Mammalia"
4,"Mammalia"
12,"Mammalia"
4,"Mammalia"
8,"Mammalia"
15,"Mammalia"
3,"Mammalia"
10,"Mammalia"
13,"Mammalia"
8,"Mammalia"
3,"Mammalia"
2,"Mammalia"
3,"Mammalia"
3,"Mammalia"
0,"Mammalia"
1,"Mammalia"
8,"Mammalia"
4,"Mammalia"
3,"Mammalia"
1,"Mammalia"
10,"Mammalia"
4,"Mammalia"
1,"Mammalia"
4,"Mammalia"
6,"Mammalia"
4,"Mammalia"
2,"Mammalia"
4,"Mammalia"
20,"Mammalia"
1,"Mammalia"
2,"Mammalia"
5,"Mammalia"
3,"Mammalia"
3,"Mammalia"
1,"Mammalia"
13,"Mammalia"
3,"Mammalia"
2,"Mammalia"
5,"Mammalia"
3,"Mammalia"
10,"Mammalia"
1,"Mammalia"
2,"Mammalia"
2,"Mammalia"
5,"Mammalia"
6,"Mammalia"
6,"Mammalia"
1,"Mammalia"
12,"Mammalia"
3,"Mammalia"
14,"Mammalia"
8,"Mammalia"
3,"Mammalia"
2,"Mammalia"
5,"Mammalia"
3,"Mammalia"
2,"Mammalia"
1,"Mammalia"
2,"Mammalia"
3,"Mammalia"
3,"Mammalia"
3,"Mammalia"
7,"Mammalia"
2,"Mammalia"
10,"Mammalia"
11,"Mammalia"
6,"Mammalia"
1,"Mammalia"
4,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
0,"Mammalia"
2,"Mammalia"
11,"Mammalia"
12,"Mammalia"
3,"Mammalia"
9,"Mammalia"
1,"Mammalia"
2,"Mammalia"
1,"Mammalia"
11,"Mammalia"
1,"Mammalia"
7,"Mammalia"
1,"Mammalia"
2,"Mammalia"
7,"Mammalia"
4,"Mammalia"
2,"Mammalia"
1,"Mammalia"
3,"Mammalia"
12,"Mammalia"
10,"Mammalia"
10,"Mammalia"
13,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
8,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
2,"Mammalia"
11,"Mammalia"
4,"Mammalia"
13,"Mammalia"
1,"Mammalia"
2,"Mammalia"
19,"Mammalia"
1,"Mammalia"
3,"Mammalia"
5,"Mammalia"
4,"Mammalia"
1,"Mammalia"
1,"Mammalia"
13,"Mammalia"
4,"Mammalia"
5,"Mammalia"
3,"Mammalia"
5,"Mammalia"
3,"Mammalia"
12,"Mammalia"
5,"Mammalia"
1,"Mammalia"
3,"Mammalia"
6,"Mammalia"
10,"Mammalia"
6,"Mammalia"
12,"Mammalia"
6,"Mammalia"
4,"Mammalia"
1,"Mammalia"
7,"Mammalia"
5,"Mammalia"
1,"Mammalia"
2,"Mammalia"
3,"Mammalia"
2,"Mammalia"
3,"Mammalia"
11,"Mammalia"
2,"Mammalia"
11,"Mammalia"
11,"Mammalia"
6,"Mammalia"
2,"Mammalia"
5,"Mammalia"
2,"Mammalia"
1,"Mammalia"
9,"Mammalia"
13,"Mammalia"
3,"Mammalia"
12,"Mammalia"
1,"Mammalia"
13,"Mammalia"
3,"Mammalia"
8,"Mammalia"
2,"Mammalia"
2,"Mammalia"
6,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
12,"Mammalia"
8,"Mammalia"
7,"Mammalia"
2,"Mammalia"
11,"Mammalia"
5,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
7,"Mammalia"
1,"Mammalia"
3,"Mammalia"
11,"Mammalia"
9,"Mammalia"
5,"Mammalia"
1,"Mammalia"
4,"Mammalia"
11,"Mammalia"
5,"Mammalia"
8,"Mammalia"
8,"Mammalia"
11,"Mammalia"
7,"Mammalia"
5,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
3,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
12,"Mammalia"
2,"Mammalia"
3,"Mammalia"
2,"Mammalia"
11,"Mammalia"
5,"Mammalia"
6,"Mammalia"
15,"Mammalia"
8,"Mammalia"
16,"Mammalia"
19,"Mammalia"
7,"Mammalia"
17,"Mammalia"
20,"Mammalia"
8,"Mammalia"
6,"Mammalia"
13,"Mammalia"
7,"Mammalia"
21,"Mammalia"
10,"Mammalia"
3,"Mammalia"
11,"Mammalia"
4,"Mammalia"
13,"Mammalia"
9,"Mammalia"
7,"Mammalia"
12,"Mammalia"
12,"Mammalia"
5,"Mammalia"
6,"Mammalia"
3,"Mammalia"
16,"Mammalia"
6,"Mammalia"
2,"Mammalia"
5,"Mammalia"
1,"Mammalia"
13,"Mammalia"
2,"Mammalia"
4,"Mammalia"
10,"Mammalia"
4,"Mammalia"
6,"Mammalia"
9,"Mammalia"
9,"Mammalia"
1,"Mammalia"
1,"Mammalia"
11,"Mammalia"
4,"Mammalia"
0,"Mammalia"
8,"Mammalia"
13,"Mammalia"
4,"Mammalia"
5,"Mammalia"
12,"Mammalia"
2,"Mammalia"
9,"Mammalia"
3,"Mammalia"
6,"Mammalia"
4,"Mammalia"
7,"Mammalia"
7,"Mammalia"
8,"Mammalia"
2,"Mammalia"
4,"Mammalia"
0,"Mammalia"
17,"Mammalia"
17,"Mammalia"
1,"Mammalia"
2,"Mammalia"
11,"Mammalia"
10,"Mammalia"
17,"Mammalia"
3,"Mammalia"
14,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
7,"Mammalia"
3,"Mammalia"
10,"Mammalia"
12,"Mammalia"
3,"Mammalia"
6,"Mammalia"
11,"Mammalia"
8,"Mammalia"
6,"Mammalia"
8,"Mammalia"
3,"Mammalia"
9,"Mammalia"
5,"Mammalia"
7,"Mammalia"
1,"Mammalia"
10,"Mammalia"
1,"Mammalia"
13,"Mammalia"
4,"Mammalia"
3,"Mammalia"
4,"Mammalia"
1,"Mammalia"
4,"Mammalia"
1,"Mammalia"
1,"Mammalia"
13,"Mammalia"
4,"Mammalia"
7,"Mammalia"
13,"Mammalia"
8,"Mammalia"
17,"Mammalia"
15,"Mammalia"
7,"Mammalia"
2,"Mammalia"
19,"Mammalia"
15,"Mammalia"
5,"Mammalia"
12,"Mammalia"
8,"Mammalia"
20,"Mammalia"
9,"Mammalia"
2,"Mammalia"
8,"Mammalia"
1,"Mammalia"
11,"Mammalia"
7,"Mammalia"
6,"Mammalia"
10,"Mammalia"
10,"Mammalia"
8,"Mammalia"
7,"Mammalia"
2,"Mammalia"
15,"Mammalia"
0,"Mammalia"
6,"Mammalia"
1,"Mammalia"
4,"Mammalia"
15,"Mammalia"
3,"Mammalia"
6,"Mammalia"
10,"Mammalia"
3,"Mammalia"
5,"Mammalia"
10,"Mammalia"
10,"Mammalia"
1,"Mammalia"
2,"Mammalia"
6,"Mammalia"
6,"Mammalia"
1,"Mammalia"
12,"Mammalia"
4,"Mammalia"
9,"Mammalia"
6,"Mammalia"
5,"Mammalia"
4,"Mammalia"
8,"Mammalia"
6,"Mammalia"
9,"Mammalia"
2,"Mammalia"
4,"Mammalia"
17,"Mammalia"
19,"Mammalia"
4,"Mammalia"
2,"Mammalia"
10,"Mammalia"
9,"Mammalia"
17,"Mammalia"
3,"Mammalia"
13,"Mammalia"
5,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
6,"Mammalia"
3,"Mammalia"
10,"Mammalia"
2,"Mammalia"
9,"Mammalia"
10,"Mammalia"
7,"Mammalia"
8,"Mammalia"
3,"Mammalia"
12,"Mammalia"
3,"Mammalia"
6,"Mammalia"
11,"Mammalia"
2,"Mammalia"
11,"Mammalia"
4,"Mammalia"
3,"Mammalia"
3,"Mammalia"
8,"Mammalia"
7,"Mammalia"
9,"Mammalia"
2,"Mammalia"
9,"Mammalia"
3,"Mammalia"
14,"Mammalia"
6,"Mammalia"
15,"Mammalia"
13,"Mammalia"
3,"Mammalia"
2,"Mammalia"
4,"Mammalia"
12,"Mammalia"
16,"Mammalia"
3,"Mammalia"
9,"Mammalia"
14,"Mammalia"
7,"Mammalia"
10,"Mammalia"
5,"Mammalia"
0,"Mammalia"
2,"Mammalia"
2,"Mammalia"
4,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
11,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
5,"Mammalia"
1,"Mammalia"
5,"Mammalia"
2,"Mammalia"
0,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
2,"Mammalia"
0,"Mammalia"
4,"Mammalia"
2,"Mammalia"
0,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
8,"Mammalia"
1,"Mammalia"
8,"Mammalia"
3,"Mammalia"
2,"Mammalia"
10,"Mammalia"
5,"Mammalia"
2,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
4,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
3,"Mammalia"
10,"Mammalia"
11,"Mammalia"
4,"Mammalia"
5,"Mammalia"
8,"Mammalia"
2,"Mammalia"
13,"Mammalia"
6,"Mammalia"
12,"Mammalia"
7,"Mammalia"
10,"Mammalia"
2,"Mammalia"
5,"Mammalia"
9,"Mammalia"
11,"Mammalia"
7,"Mammalia"
1,"Mammalia"
8,"Mammalia"
2,"Mammalia"
9,"Mammalia"
1,"Mammalia"
3,"Mammalia"
2,"Mammalia"
5,"Mammalia"
0,"Mammalia"
0,"Mammalia"
0,"Mammalia"
0,"Mammalia"
0,"Mammalia"
0,"Mammalia"
1,"Mammalia"
1,"Mammalia"
0,"Mammalia"
9,"Mammalia"
8,"Mammalia"
6,"Mammalia"
9,"Mammalia"
0,"Mammalia"
2,"Mammalia"
9,"Mammalia"
2,"Mammalia"
4,"Mammalia"
17,"Mammalia"
13,"Mammalia"
7,"Mammalia"
10,"Mammalia"
10,"Mammalia"
11,"Mammalia"
4,"Mammalia"
8,"Mammalia"
1,"Mammalia"
13,"Mammalia"
13,"Mammalia"
4,"Mammalia"
16,"Mammalia"
4,"Mammalia"
10,"Mammalia"
1,"Mammalia"
16,"Mammalia"
18,"Mammalia"
1,"Mammalia"
4,"Mammalia"
3,"Mammalia"
2,"Mammalia"
16,"Mammalia"
16,"Mammalia"
8,"Mammalia"
13,"Mammalia"
9,"Mammalia"
1,"Mammalia"
8,"Mammalia"
15,"Mammalia"
0,"Mammalia"
12,"Mammalia"
13,"Mammalia"
11,"Mammalia"
10,"Mammalia"
19,"Mammalia"
7,"Mammalia"
4,"Mammalia"
6,"Mammalia"
9,"Mammalia"
12,"Mammalia"
14,"Mammalia"
15,"Mammalia"
16,"Mammalia"
13,"Mammalia"
4,"Mammalia"
5,"Mammalia"
16,"Mammalia"
12,"Mammalia"
2,"Mammalia"
1,"Mammalia"
6,"Mammalia"
7,"Mammalia"
1,"Mammalia"
4,"Mammalia"
3,"Mammalia"
1,"Mammalia"
0,"Mammalia"
5,"Mammalia"
6,"Mammalia"
8,"Mammalia"
11,"Mammalia"
1,"Mammalia"
1,"Mammalia"
2,"Mammalia"
5,"Mammalia"
11,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
0,"Mammalia"
11,"Mammalia"
17,"Mammalia"
18,"Mammalia"
4,"Mammalia"
16,"Mammalia"
3,"Mammalia"
2,"Mammalia"
6,"Mammalia"
4,"Mammalia"
15,"Mammalia"
19,"Mammalia"
15,"Mammalia"
12,"Mammalia"
5,"Mammalia"
17,"Mammalia"
4,"Mammalia"
5,"Mammalia"
3,"Mammalia"
2,"Mammalia"
10,"Mammalia"
6,"Mammalia"
7,"Mammalia"
12,"Mammalia"
4,"Mammalia"
7,"Mammalia"
3,"Mammalia"
11,"Mammalia"
10,"Mammalia"
3,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
9,"Mammalia"
5,"Mammalia"
12,"Mammalia"
9,"Mammalia"
2,"Mammalia"
1,"Mammalia"
18,"Mammalia"
9,"Mammalia"
7,"Mammalia"
1,"Mammalia"
2,"Mammalia"
3,"Mammalia"
6,"Mammalia"
2,"Mammalia"
3,"Mammalia"
1,"Mammalia"
12,"Mammalia"
7,"Mammalia"
3,"Mammalia"
1,"Mammalia"
5,"Mammalia"
5,"Mammalia"
8,"Mammalia"
8,"Mammalia"
7,"Mammalia"
1,"Mammalia"
5,"Mammalia"
1,"Mammalia"
1,"Mammalia"
0,"Mammalia"
4,"Mammalia"
2,"Mammalia"
1,"Mammalia"
6,"Mammalia"
1,"Mammalia"
4,"Mammalia"
2,"Mammalia"
1,"Mammalia"
0,"Mammalia"
0,"Mammalia"
5,"Mammalia"
1,"Mammalia"
4,"Mammalia"
3,"Mammalia"
1,"Mammalia"
15,"Mammalia"
7,"Mammalia"
6,"Mammalia"
4,"Mammalia"
3,"Mammalia"
18,"Mammalia"
12,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
8,"Mammalia"
6,"Mammalia"
2,"Mammalia"
11,"Mammalia"
14,"Mammalia"
4,"Mammalia"
11,"Mammalia"
4,"Mammalia"
13,"Mammalia"
7,"Mammalia"
17,"Mammalia"
1,"Mammalia"
2,"Mammalia"
13,"Mammalia"
2,"Mammalia"
3,"Mammalia"
4,"Mammalia"
12,"Mammalia"
14,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
5,"Mammalia"
11,"Mammalia"
9,"Mammalia"
6,"Mammalia"
16,"Mammalia"
10,"Mammalia"
9,"Mammalia"
3,"Mammalia"
14,"Mammalia"
12,"Mammalia"
4,"Mammalia"
15,"Mammalia"
4,"Mammalia"
4,"Mammalia"
15,"Mammalia"
12,"Mammalia"
16,"Mammalia"
4,"Mammalia"
3,"Mammalia"
8,"Mammalia"
9,"Mammalia"
7,"Mammalia"
8,"Mammalia"
8,"Mammalia"
19,"Mammalia"
5,"Mammalia"
4,"Mammalia"
2,"Mammalia"
9,"Mammalia"
7,"Mammalia"
3,"Mammalia"
9,"Mammalia"
16,"Mammalia"
5,"Mammalia"
16,"Mammalia"
5,"Mammalia"
6,"Mammalia"
2,"Mammalia"
16,"Mammalia"
11,"Mammalia"
12,"Mammalia"
2,"Mammalia"
6,"Mammalia"
5,"Mammalia"
16,"Mammalia"
13,"Mammalia"
3,"Mammalia"
8,"Mammalia"
3,"Mammalia"
15,"Mammalia"
3,"Mammalia"
9,"Mammalia"
12,"Mammalia"
1,"Mammalia"
8,"Mammalia"
16,"Mammalia"
3,"Mammalia"
2,"Mammalia"
2,"Mammalia"
4,"Mammalia"
4,"Mammalia"
10,"Mammalia"
10,"Mammalia"
6,"Mammalia"
2,"Mammalia"
7,"Mammalia"
14,"Mammalia"
15,"Mammalia"
5,"Mammalia"
6,"Mammalia"
12,"Mammalia"
16,"Mammalia"
13,"Mammalia"
11,"Mammalia"
4,"Mammalia"
2,"Mammalia"
1,"Mammalia"
5,"Mammalia"
10,"Mammalia"
2,"Mammalia"
6,"Mammalia"
14,"Mammalia"
3,"Mammalia"
7,"Mammalia"
12,"Mammalia"
12,"Mammalia"
1,"Mammalia"
4,"Mammalia"
11,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
7,"Mammalia"
4,"Mammalia"
2,"Mammalia"
3,"Mammalia"
2,"Mammalia"
6,"Mammalia"
10,"Mammalia"
10,"Mammalia"
2,"Mammalia"
9,"Mammalia"
3,"Mammalia"
8,"Mammalia"
8,"Mammalia"
7,"Mammalia"
5,"Mammalia"
3,"Mammalia"
4,"Mammalia"
9,"Mammalia"
1,"Mammalia"
6,"Mammalia"
5,"Mammalia"
4,"Mammalia"
9,"Mammalia"
7,"Mammalia"
2,"Mammalia"
4,"Mammalia"
2,"Mammalia"
1,"Mammalia"
3,"Mammalia"
7,"Mammalia"
3,"Mammalia"
5,"Mammalia"
9,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
9,"Mammalia"
14,"Mammalia"
5,"Mammalia"
13,"Mammalia"
9,"Mammalia"
5,"Mammalia"
8,"Mammalia"
4,"Mammalia"
2,"Mammalia"
5,"Mammalia"
11,"Mammalia"
10,"Mammalia"
6,"Mammalia"
3,"Mammalia"
14,"Mammalia"
6,"Mammalia"
9,"Mammalia"
1,"Mammalia"
0,"Mammalia"
6,"Mammalia"
3,"Mammalia"
3,"Mammalia"
7,"Mammalia"
4,"Mammalia"
1,"Mammalia"
2,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
3,"Mammalia"
4,"Mammalia"
1,"Mammalia"
8,"Mammalia"
2,"Mammalia"
9,"Mammalia"
7,"Mammalia"
5,"Mammalia"
10,"Mammalia"
3,"Mammalia"
3,"Mammalia"
10,"Mammalia"
10,"Mammalia"
9,"Mammalia"
8,"Mammalia"
9,"Mammalia"
10,"Mammalia"
6,"Mammalia"
5,"Mammalia"
6,"Mammalia"
5,"Mammalia"
10,"Mammalia"
11,"Mammalia"
7,"Mammalia"
4,"Mammalia"
1,"Mammalia"
1,"Mammalia"
0,"Mammalia"
1,"Mammalia"
2,"Mammalia"
2,"Mammalia"
3,"Mammalia"
8,"Mammalia"
10,"Mammalia"
13,"Mammalia"
5,"Mammalia"
1,"Mammalia"
13,"Mammalia"
1,"Mammalia"
14,"Mammalia"
9,"Mammalia"
17,"Mammalia"
3,"Mammalia"
14,"Mammalia"
13,"Mammalia"
0,"Mammalia"
0,"Mammalia"
1,"Mammalia"
17,"Mammalia"
13,"Mammalia"
13,"Mammalia"
9,"Mammalia"
6,"Mammalia"
1,"Mammalia"
2,"Mammalia"
5,"Mammalia"
11,"Mammalia"
6,"Mammalia"
9,"Mammalia"
5,"Mammalia"
7,"Mammalia"
10,"Mammalia"
18,"Mammalia"
18,"Mammalia"
10,"Mammalia"
9,"Mammalia"
3,"Mammalia"
6,"Mammalia"
14,"Mammalia"
13,"Mammalia"
4,"Mammalia"
6,"Mammalia"
12,"Mammalia"
4,"Mammalia"
1,"Mammalia"
8,"Mammalia"
4,"Mammalia"
18,"Mammalia"
2,"Mammalia"
11,"Mammalia"
3,"Mammalia"
9,"Mammalia"
13,"Mammalia"
6,"Mammalia"
10,"Mammalia"
12,"Mammalia"
14,"Mammalia"
3,"Mammalia"
14,"Mammalia"
11,"Mammalia"
9,"Mammalia"
13,"Mammalia"
4,"Mammalia"
12,"Mammalia"
12,"Mammalia"
3,"Mammalia"
14,"Mammalia"
10,"Mammalia"
10,"Mammalia"
12,"Mammalia"
9,"Mammalia"
10,"Mammalia"
11,"Mammalia"
8,"Mammalia"
2,"Mammalia"
1,"Mammalia"
8,"Mammalia"
4,"Mammalia"
3,"Mammalia"
5,"Mammalia"
1,"Mammalia"
10,"Mammalia"
6,"Mammalia"
12,"Mammalia"
9,"Mammalia"
5,"Mammalia"
4,"Mammalia"
3,"Mammalia"
7,"Mammalia"
2,"Mammalia"
13,"Mammalia"
9,"Mammalia"
11,"Mammalia"
4,"Mammalia"
14,"Mammalia"
10,"Mammalia"
14,"Mammalia"
4,"Mammalia"
13,"Mammalia"
6,"Mammalia"
6,"Mammalia"
11,"Mammalia"
18,"Mammalia"
3,"Mammalia"
12,"Mammalia"
9,"Mammalia"
7,"Mammalia"
14,"Mammalia"
14,"Mammalia"
2,"Mammalia"
4,"Mammalia"
2,"Mammalia"
4,"Mammalia"
9,"Mammalia"
13,"Mammalia"
9,"Mammalia"
11,"Mammalia"
13,"Mammalia"
1,"Mammalia"
11,"Mammalia"
4,"Mammalia"
1,"Mammalia"
6,"Mammalia"
8,"Mammalia"
10,"Mammalia"
2,"Mammalia"
8,"Mammalia"
11,"Mammalia"
5,"Mammalia"
6,"Mammalia"
7,"Mammalia"
1,"Mammalia"
14,"Mammalia"
16,"Mammalia"
7,"Mammalia"
7,"Mammalia"
3,"Mammalia"
10,"Mammalia"
11,"Mammalia"
15,"Mammalia"
1,"Mammalia"
10,"Mammalia"
2,"Mammalia"
11,"Mammalia"
2,"Mammalia"
14,"Mammalia"
10,"Mammalia"
18,"Mammalia"
4,"Mammalia"
12,"Mammalia"
5,"Mammalia"
11,"Mammalia"
5,"Mammalia"
1,"Mammalia"
1,"Mammalia"
7,"Mammalia"
1,"Mammalia"
3,"Mammalia"
10,"Mammalia"
5,"Mammalia"
1,"Mammalia"
10,"Mammalia"
11,"Mammalia"
11,"Mammalia"
0,"Mammalia"
4,"Mammalia"
3,"Mammalia"
3,"Mammalia"
12,"Mammalia"
1,"Mammalia"
8,"Mammalia"
3,"Mammalia"
10,"Mammalia"
5,"Mammalia"
1,"Mammalia"
2,"Mammalia"
4,"Mammalia"
8,"Mammalia"
7,"Mammalia"
10,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
8,"Mammalia"
2,"Mammalia"
10,"Mammalia"
14,"Mammalia"
1,"Mammalia"
10,"Mammalia"
5,"Mammalia"
8,"Mammalia"
6,"Mammalia"
2,"Mammalia"
6,"Mammalia"
8,"Mammalia"
6,"Mammalia"
9,"Mammalia"
2,"Mammalia"
2,"Mammalia"
8,"Mammalia"
10,"Mammalia"
11,"Mammalia"
7,"Mammalia"
7,"Mammalia"
12,"Mammalia"
1,"Mammalia"
2,"Mammalia"
5,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
0,"Mammalia"
1,"Mammalia"
9,"Mammalia"
3,"Mammalia"
6,"Mammalia"
9,"Mammalia"
7,"Mammalia"
1,"Mammalia"
11,"Mammalia"
6,"Mammalia"
1,"Mammalia"
6,"Mammalia"
4,"Mammalia"
3,"Mammalia"
8,"Mammalia"
8,"Mammalia"
4,"Mammalia"
0,"Mammalia"
10,"Mammalia"
4,"Mammalia"
1,"Mammalia"
3,"Mammalia"
1,"Mammalia"
2,"Mammalia"
4,"Mammalia"
3,"Mammalia"
5,"Mammalia"
4,"Mammalia"
4,"Mammalia"
5,"Mammalia"
3,"Mammalia"
5,"Mammalia"
3,"Mammalia"
1,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
2,"Mammalia"
1,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
6,"Mammalia"
5,"Mammalia"
5,"Mammalia"
4,"Mammalia"
1,"Mammalia"
6,"Mammalia"
2,"Mammalia"
5,"Mammalia"
4,"Mammalia"
1,"Mammalia"
7,"Mammalia"
3,"Mammalia"
4,"Mammalia"
1,"Mammalia"
0,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
1,"Mammalia"
5,"Mammalia"
3,"Mammalia"
5,"Mammalia"
6,"Mammalia"
3,"Mammalia"
7,"Mammalia"
1,"Mammalia"
2,"Mammalia"
7,"Mammalia"
4,"Mammalia"
1,"Mammalia"
1,"Mammalia"
1,"Mammalia"
4,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
6,"Mammalia"
2,"Mammalia"
6,"Mammalia"
1,"Mammalia"
4,"Mammalia"
9,"Mammalia"
4,"Mammalia"
4,"Mammalia"
5,"Mammalia"
3,"Mammalia"
3,"Mammalia"
7,"Mammalia"
8,"Mammalia"
3,"Mammalia"
1,"Mammalia"
1,"Mammalia"
5,"Mammalia"
3,"Mammalia"
6,"Mammalia"
3,"Mammalia"
8,"Mammalia"
3,"Mammalia"
2,"Mammalia"
8,"Mammalia"
6,"Mammalia"
6,"Mammalia"
5,"Mammalia"
8,"Mammalia"
4,"Mammalia"
3,"Mammalia"
3,"Mammalia"
2,"Mammalia"
5,"Mammalia"
4,"Mammalia"
8,"Mammalia"
4,"Mammalia"
1,"Mammalia"
3,"Mammalia"
3,"Mammalia"
2,"Mammalia"
2,"Mammalia"
7,"Mammalia"
4,"Mammalia"
4,"Mammalia"
1,"Mammalia"
2,"Mammalia"
2,"Mammalia"
2,"Mammalia"
3,"Mammalia"
5,"Mammalia"
4,"Mammalia"
3,"Mammalia"
3,"Mammalia"
1,"Mammalia"
3,"Mammalia"
7,"Mammalia"
5,"Mammalia"
9,"Mammalia"
2,"Mammalia"
1,"Mammalia"
3,"Mammalia"
5,"Mammalia"
4,"Mammalia"
4,"Mammalia"
1,"Mammalia"
7,"Mammalia"
1,"Mammalia"
4,"Mammalia"
3,"Mammalia"
8,"Mammalia"
5,"Mammalia"
5,"Mammalia"
2,"Mammalia"
2,"Mammalia"
3,"Mammalia"
2,"Mammalia"
1,"Mammalia"
1,"Mammalia"
2,"Mammalia"
